index,inchikey,smiles,homo,lumo,lumo_calib,homo_calib,PCE,PCE_calib
6340,CYDJXLAXHCJECL-VJSLDGLSNA-N,CN1C(=O)C(=Cc2csc(-c3ncc(C=Cc4ccncn4)cn3)c2C(=O)O)C(=O)N(C)C1=O,-6.66676605815091,-3.34242313868098,-3.74979236938383,-6.68052306383896,0.573223781112915,1.3113632014766
6341,AHFLZWJMECQICX-LBOYIXSDNA-N,N#Cc1cc(F)c(-c2csc(-c3c(F)cc(C#N)c4nsnc34)c2C(=O)O)c2nsnc12,-6.8221280010853,-3.6046187393765,-3.69034112608215,-6.91485269473215,0.643912403384104,0.60090862652104
6342,GPOMHAWYXQSMAD-UHFFFAOYNA-N,CN1C(=O)C(=CC2=CC=C(c3cnc(-c4c(F)c(F)cc(F)c4F)nc3)C3N=C(F)C(F)=NC23)C(=O)N(C)C1=O,-6.6086750169134,-3.7279596765,-4.29775413584744,-6.74208716929799,1.48817533525487,2.35680525309507
6343,JGWWUTTVLZSAJK-UHFFFAOYNA-N,CN1C(=O)C(=Cc2cc(F)c(-c3nccc(-c4c5c(cc6cscc46)N=S=N5)n3)c3nsnc23)C(=O)N(C)C1=O,-5.52458103910391,-3.58090457869256,-3.92244736781071,-5.63466967362316,0,0
6344,XCUBFMHUYKHUSE-MCGURSJENA-N,O=C(O)c1c(-c2c(F)cc(C(=O)O)c3nsnc23)csc1-c1c(F)cc(C(=O)O)c2nsnc12,-6.73031754693891,-3.53141757919452,-3.69174782171014,-6.85251802335501,0.708496658428092,0.700082071017568
6345,CMFURQDIKJOFMQ-NSJMMFDCNA-N,CN1C(=O)C(=Cc2ccc(C(=O)c3ccoc3-c3ncc(-c4cscc4C(=O)O)cn3)s2)C(=O)N(C)C1=O,-6.44658054245458,-3.36768892611585,-3.94399807873417,-6.53264215583152,1.07286288779356,2.52391488848023
6346,KPQGREYUXZKYEU-NSJMMFDCNA-N,CN1C(=O)C(=Cc2scc(-c3cnc(-c4occc4C(=O)c4cccs4)nc3)c2C(=O)O)C(=O)N(C)C1=O,-6.39744315156886,-3.31382447880773,-3.89548063248215,-6.5330572013188,1.10622246585065,2.38292103167835
6347,CIRQMFMPDXTCIM-UHFFFAOYNA-N,CN1C(=O)C(=Cc2cocc2C(=O)c2sccc2-c2ccnc(C3=CC(=C(C#N)C#N)C=CO3)n2)C(=O)N(C)C1=O,-6.25297387501721,-3.03742218285969,-3.50126680198246,-6.27501612730084,0.896716389834327,2.23566214861275
6348,GXDQBTHFRVBEJP-UHFFFAOYNA-N,CN1C(=O)C(=CC2=CC(=C(C#N)C#N)C=C(c3nccc(-c4ccsc4C(=O)c4ccoc4)n3)O2)C(=O)N(C)C1=O,-6.32085347548968,-3.82784983900699,-4.36409286729769,-6.38856630292857,3.401713611369,4.37841716521081
6349,PAKDHPIDSSUNFZ-UHFFFAOYNA-N,CN1C(=O)C(=Cc2sc(-c3ncc(-c4ccncn4)cn3)c3c2SCCS3)C(=O)N(C)C1=O,-5.9592932055,-3.20920159202296,-3.81891531745306,-6.08716220828451,2.82125446124915,5.13307555212111
6350,SABZAGIAFDLOPA-UHFFFAOYNA-N,CN1C(=O)C(=Cc2nccc(-c3cnc(-c4scc5c4SCCS5)nc3)n2)C(=O)N(C)C1=O,-5.79186337243171,-2.97305284385021,-3.58587509653246,-5.92702616606136,2.65930552386795,5.34050906935746
6351,ZBFHAKKSSBZCPA-UHFFFAOYNA-N,CN1C(=O)C(=CC=Cc2ccnc(-c3cnc(-c4c5c(cc6cscc46)N=S=N5)nc3)n2)C(=O)N(C)C1=O,-5.3205400149429,-3.56030105947552,-4.02205234335337,-5.44055162787045,0,0
6352,CSSAWPLVTITHGS-UHFFFAOYNA-N,C=Cc1ccnc(-c2cnc(-c3c4c(c(C=C5C(=O)N(C)C(=O)N(C)C5=O)c5cscc35)N=S=N4)nc2)n1,-5.496699669,-3.69368268682393,-4.17716017227705,-5.60144630279419,0,0
6353,HYBIRYGXNVIRBV-ZYMSVLFVNA-N,N#Cc1ccc2sc(-c3noc(-c4sc5ccc(C#N)cc5c4C(F)(F)F)c3C(=O)O)c(C(F)(F)F)c2c1,-7.13672841477526,-3.11073709806882,-3.48310229807135,-7.30192537433454,0.002188952093514,0.048021718673563
6354,LIXBWZNVOPIVBS-UHFFFAOYNA-N,Cc1nc2csc(-c3ccc(C(=O)c4cocc4-c4ccnc(C=C5C(=O)N(C)C(=O)N(C)C5=O)n4)s3)c2nc1C,-5.91543066544986,-2.99250154152346,-3.59548510013494,-6.01081404368201,2.08435993807902,4.66492008631587
6355,UHTWZAHZUFRDPV-GLAYEKRENA-N,N#Cc1ccc2sc(-c3noc(-c4sc5ccc(C#N)cc5c4-c4ccncn4)c3C(=O)O)c(-c3ccncn3)c2c1,-6.6730565210037,-3.23010819802324,-3.54917243445101,-6.82393728863783,0.419481383151512,0.586534800059372
6356,BCSJBRPGRIVBGU-NSJMMFDCNA-N,Cc1nc2csc(-c3ncnc(-c4noc(C=C5C(=O)N(C)C(=O)N(C)C5=O)c4C(=O)O)n3)c2nc1C,-6.82193568606409,-3.35213309975986,-3.89466258714142,-6.86399347524876,0.360288926988543,1.04453467514193
6357,FLJABFWWRPUBMU-NSJMMFDCNA-N,Cc1nc2c(C=C3C(=O)N(C)C(=O)N(C)C3=O)sc(-c3ncnc(-c4nocc4C(=O)O)n3)c2nc1C,-6.7212090968012,-3.89106062074637,-4.33158738772343,-6.76998866821907,1.48865361625783,2.27808119524904
6358,OZQCOLJDFXFYHR-SREBMQDQNA-N,N#Cc1ccc2sc(-c3noc(-c4sc5ccc(C#N)cc5c4C#N)c3C(=O)O)c(C#N)c2c1,-7.12695166803541,-3.54381737022293,-3.8320565339206,-7.28442360911445,0.212762379963501,0.2753974013975
6359,IYOLUGFSZDYAAO-UHFFFAOYNA-N,CN1C(=O)C(=Cc2cc(F)c(-c3cnc(-c4nc5ccccc5o4)nc3)c3nsnc23)C(=O)N(C)C1=O,-6.47622420642546,-3.83643595547192,-4.15688157906397,-6.57578133522093,2.46893953356336,2.89942589804729
6360,RDQTVYHXBICBDF-NVZYQCABNA-N,N#Cc1ccc2sc(-c3noc(-c4sc5ccc(C#N)cc5c4C(=O)O)c3C(=O)O)c(C(=O)O)c2c1,-6.97397731041801,-3.13050529019341,-3.36258603577949,-7.11418145401833,0.04704988484516,0.093658209043789
6361,XLHMPDCGDIFTCG-UHFFFAOYNA-N,C=Cc1ccnc(-c2ncc(-c3c4cc(C=C5C(=O)N(C)C(=O)N(C)C5=O)sc4nc4sc(F)c(F)c34)cn2)n1,-6.39641575164701,-3.43171965675171,-3.85665629910232,-6.52125674107233,1.47429861408844,2.30723202393827
6362,LKUFBOSIEQHQFY-UHFFFAOYNA-N,CN1C(=O)C(=CC=Cc2ccnc(-c3ncc(-c4c5ccsc5nc5sc(F)c(F)c45)cn3)n2)C(=O)N(C)C1=O,-6.28800035096767,-3.49173021727068,-3.92603863769758,-6.39290926722438,2.14595328934238,3.29223579978303
6363,HQBUAGFIXRJTGF-UHFFFAOYNA-N,CN1C(=O)C(=CC2=C3OCCOC3=C(c3nccc(-c4ncccn4)n3)[Si]2(C)C)C(=O)N(C)C1=O,-5.659967976,-2.75198032473282,-3.48913750370014,-5.79498591189721,0,6.04561733721397
6364,VVGBJCBUPPVWBV-UHFFFAOYNA-N,CN1C(=O)C(=Cc2ccnc(-c3ccnc(C4=C5OCCOC5=C[Si]4(C)C)n3)n2)C(=O)N(C)C1=O,-5.41650544553843,-3.4671299687147,-4.05001168853531,-5.50490936309434,0,0
6365,OZEXBDFEALHFDC-UHFFFAOYNA-N,CN1C(=O)C(=Cc2sc3sc4sc(-c5nccc(C#N)n5)c(C#N)c4c3c2C#N)C(=O)N(C)C1=O,-6.82127561937776,-3.50666170268419,-4.03039058803991,-6.83747583711508,0.536898621752191,1.38101071764459
6366,XVVHTENXPZIWJT-UHFFFAOYNA-N,CN1C(=O)C(=Cc2c(F)c(F)c(-c3cnc(C#N)nc3)c3nsnc23)C(=O)N(C)C1=O,-7.21187228261729,-3.92554995237762,-4.20245129201092,-7.26329062231913,0.425578298011854,0.598826878045928
6367,ABVACUALQKZLCG-UHFFFAOYNA-N,CN1C(=O)C(=Cc2cnc(-c3ccnc(-c4cc(F)cc5nsnc45)n3)nn2)C(=O)N(C)C1=O,-6.64786487935614,-3.83418713946992,-4.2354279436777,-6.73610819857426,1.60809905070165,2.26569462131566
6368,YTMXGKCLYNRHLK-UHFFFAOYNA-N,CN1C(=O)C(=Cc2c(F)cc(-c3nccc(-c4nccnn4)n3)c3nsnc23)C(=O)N(C)C1=O,-6.61404921166272,-3.40533407178978,-3.79458337985265,-6.72142644013342,0.743825870387976,1.26786079373287
6369,XBWSTZVWSRVSOS-DHZUSWRQNA-N,CN1C(=O)C(=Cc2ncc(-c3ccnc(C(=Cc4ccc(C(=O)O)cc4)c4ccc(C(=O)O)cc4)n3)nn2)C(=O)N(C)C1=O,-6.5230397428087,-3.39515477881086,-3.93185757675688,-6.5839267394936,0.905652513568714,2.22458215903085
6370,HOYGYDSDCANVHM-DHZUSWRQNA-N,CN1C(=O)C(=CC(=C(c2ccc(C(=O)O)cc2)c2nccc(-c3cncnn3)n2)c2ccc(C(=O)O)cc2)C(=O)N(C)C1=O,-6.58257814464002,-3.05908497977789,-3.60350837486425,-6.64875874261845,0.346458826636721,1.04489794052361
6371,DXTSBIMWSQARJC-NSJMMFDCNA-N,CN1C(=O)C(=Cc2ncc(-c3c(-c4cscc4C(=O)O)sc4ccc(C#N)cc34)nn2)C(=O)N(C)C1=O,-6.47875003747895,-3.51833242957359,-3.97850797907417,-6.53179231789327,1.39775686770245,2.65197417047384
6372,GGYLWFIZOVULEY-NSJMMFDCNA-N,CN1C(=O)C(=Cc2scc(-c3sc4ccc(C#N)cc4c3-c3cncnn3)c2C(=O)O)C(=O)N(C)C1=O,-6.63950074902905,-3.5103777218154,-4.05369497388327,-6.72898831139974,0.844443468515313,1.89028496964267
6373,KVZBTWLSCHEQGZ-UHFFFAOYNA-N,FC(F)(F)c1sc(-c2sc(-c3sc(C(F)(F)F)c4c3SCCO4)c3c2OCCS3)c2c1OCCS2,-5.53191978719255,-2.08086698920498,-2.41318583910629,-5.66765157422626,0,0
6374,JZLWJUDGZFMAIL-UHFFFAOYNA-N,N#Cc1sc(-c2sc(-c3sc(C#N)c4c3SCCO4)c3c2OCCS3)c2c1OCCS2,-5.56204760770821,-2.50861108488215,-2.84330949924535,-5.64555327230897,0,0
6375,HFLWUMSCVRCRFJ-UHFFFAOYNA-N,CN1C(=O)C(=Cc2ncc(-c3cnc(C4=C5OCCOC5=C[Si]4(C)C)nc3)nn2)C(=O)N(C)C1=O,-5.7960248985,-3.319788909,-3.87153799686247,-5.90389736746251,4.9002061957132,7.23355023451137
6376,CWMPINCJDIHWPB-PKRZOPRNNA-N,CN1C(=O)C(=CC2=CC(=C(C#N)C#N)C=C(c3ncc(C(=O)O)cn3)O2)C(=O)N(C)C1=O,-6.53073228,-4.0000735215,-4.52086205656599,-6.58460139879564,2.70821837625584,3.23383753353287
6377,DKXARTDAIWLPSM-NPQUBYNZNA-N,O=C(O)c1sc(-c2sc(-c3sc(C(=O)O)c4c3SCCO4)c3c2OCCS3)c2c1OCCS2,-5.30489392425605,-2.23879091310602,-2.52554746707127,-5.37322492987781,0,0
6378,JCEWCRYUZJWHMF-UHFFFAOYNA-N,CN1C(=O)C(=Cc2ccc(C(=O)c3ccoc3-c3ncnc(C4=CC=CC5N=C(F)C(F)=NC45)n3)s2)C(=O)N(C)C1=O,-6.68589635932628,-3.38635649757636,-3.93786458357466,-6.74855717651623,0.597749801977934,1.50047432968703
6379,QMCKJADOAJKELX-UHFFFAOYNA-N,CN1C(=O)C(=CC2=CC=C(c3ncnc(-c4occc4C(=O)c4cccs4)n3)C3N=C(F)C(F)=NC23)C(=O)N(C)C1=O,-6.59623761669844,-3.62682302590588,-4.1102641249661,-6.67420538828101,1.27664205528359,2.29151324186601
6380,BYUNERFLELRNTF-UHFFFAOYNA-N,N#CC(C#N)=C1C=CSC(c2nccc(-c3ccnc(C4COc5nsnc5O4)n3)n2)=C1,-6.33435476881876,-3.3956166181384,-3.95060121982588,-6.46601243770423,1.59509841131194,2.91956293422785
6381,ZEQGDQZQUZBDGC-UHFFFAOYNA-N,Fc1c(F)c(-c2sc(C(F)(F)F)c3c2OCCS3)c(F)c(F)c1-c1sc(C(F)(F)F)c2c1OCCS2,-6.258618435,-2.285756298,-2.59035954212152,-6.42766692859565,0.011593124279648,0.063137753667263
6382,GXQKOUKHCRLMRH-NSJMMFDCNA-N,CN1C(=O)C(=Cc2cocc2C(=O)c2sccc2-c2ccnc(-c3cscc3C(=O)O)n2)C(=O)N(C)C1=O,-6.6329313533875,-2.98916352588095,-3.48072688437732,-6.73366368608748,0.21845618329047,0.650158937775165
6383,YTDHOCDSUJUWSA-NSJMMFDCNA-N,CN1C(=O)C(=Cc2scc(-c3nccc(-c4ccsc4C(=O)c4ccoc4)n3)c2C(=O)O)C(=O)N(C)C1=O,-6.50854188718199,-2.90777715191776,-3.48259732229679,-6.63217842646325,0.275585039577111,0.819658323309854
6384,VRGHKKCQZXOSHM-XYULLFFJNA-N,CN1C(=O)C(=Cc2noc(-c3ncc(-c4sccc4C(=O)O)cn3)c2C(=O)O)C(=O)N(C)C1=O,-7.12933009791621,-3.25546933293673,-3.76680328527022,-7.21629996783435,0.032375551448232,0.28957041115055
6385,LRGYOEDKXMVKBP-XYULLFFJNA-N,CN1C(=O)C(=Cc2csc(-c3cnc(-c4oncc4C(=O)O)nc3)c2C(=O)O)C(=O)N(C)C1=O,-7.21491335892231,-3.36808490978947,-3.77303878814915,-7.3103250926833,0.039330463126381,0.216799732305139
6386,OLLJTSQRJBHYMK-UHFFFAOYNA-N,CN1C(=O)C(=Cc2cc(F)c(-c3ncccn3)c3nsnc23)C(=O)N(C)C1=O,-6.7482927297063,-3.53700152684826,-3.93086006206647,-6.84281888248635,0.686034150066979,1.1771664140687
6387,DRZIKFZEOZSRKE-UHFFFAOYNA-N,N#Cc1sc(-c2c(F)c(F)c(-c3sc(C#N)c4c3OCCS4)c(F)c2F)c2c1SCCO2,-2.52808806826909,-2.666715681,-2.9362730818825,-2.67454905956356,0,0
6388,VXSPKDHCZXZFRN-JJFURXLTNA-N,O=C(O)c1sc(-c2c(F)c(F)c(-c3sc(C(=O)O)c4c3OCCS4)c(F)c2F)c2c1SCCO2,-6.09105675773986,-2.4014315084726,-2.68106192523332,-6.20753038920726,0.22411089852034,0.410630741009172
6389,WIOLYLBORNXFTC-UHFFFAOYNA-N,CN1C(=O)C(=CC2=CC(=C(C#N)C#N)C=C(c3cnc(-c4sc(C#N)cc4C#N)nc3)O2)C(=O)N(C)C1=O,-6.82308617674937,-4.28638413296735,-4.78078897617571,-6.92338121638725,1.9824146525043,1.57460862746477
6390,JMZBORQCDJXOKR-VJSLDGLSNA-N,CN1C(=O)C(=Cc2noc(-c3nccc(C=Cc4ccncn4)n3)c2C(=O)O)C(=O)N(C)C1=O,-7.27132046197875,-3.42877915529702,-3.91193508069514,-7.33897499913353,0.039924325717955,0.278070294300574
6391,UGEBOESDFJXKTJ-UHFFFAOYNA-N,CN1C(=O)C(=Cc2nc3ccc(-c4ncnc(-c5scc6c5SCCO6)n4)cc3o2)C(=O)N(C)C1=O,-6.0600024575697,-3.45615687754262,-3.92568799132163,-6.20845107870433,3.50323891825001,4.60407977203632
6392,PJAPZSUYZGSNSH-UHFFFAOYNA-N,CN1C(=O)C(=Cc2c(C#N)sc(-c3ccnc(C4=CC(=C(C#N)C#N)C=CS4)n3)c2C#N)C(=O)N(C)C1=O,-6.33604914774153,-3.70694660563658,-4.23003684708655,-6.34091625564546,2.79109338773372,4.52786270555881
6393,XKLJMGXMEZJJLC-UHFFFAOYNA-N,CN1C(=O)C(=CC2=CC(=C(C#N)C#N)C=C(c3nccc(-c4sc(C#N)cc4C#N)n3)S2)C(=O)N(C)C1=O,-6.29494831943369,-3.90326061907879,-4.36227221546318,-6.35987117008006,3.86260545520908,4.56936310845359
6394,ANOHLRBHBNSCTQ-CSKMVECVNA-N,CN1C(=O)C(=Cc2nccc(C=Cc3sc4ccc(C#N)cc4c3-c3sccc3C(=O)O)n2)C(=O)N(C)C1=O,-6.20529923447139,-3.20594599145029,-3.65519665223699,-6.31703010306441,1.50984428010587,2.68107406652342
6395,LGYRNKKTQVIQKW-CSKMVECVNA-N,CN1C(=O)C(=Cc2csc(-c3c(C=Cc4ccncn4)sc4ccc(C#N)cc34)c2C(=O)O)C(=O)N(C)C1=O,-6.40700396360688,-3.05212657551021,-3.42114881564892,-6.48006736762303,0.61477505007542,1.12009655239891
6396,IGVOFFSLKNZMHV-PKRZOPRNNA-N,CN1C(=O)C(=Cc2nccc(-c3c(C(=O)O)sc4ccc(C#N)cc34)n2)C(=O)N(C)C1=O,-6.88456053278411,-3.11506439134653,-3.61505433731858,-6.9911341906727,0.091780193513665,0.413132649858945
6397,ITZJDGYYEDLJCU-UHFFFAOYNA-N,CN1C(=O)C(=Cc2c(F)c(F)c(-c3nccc(C#N)n3)c(F)c2F)C(=O)N(C)C1=O,-7.2654396615,-3.4014230625,-3.79247754814475,-7.27514376889476,0.032112693718177,0.261987678849078
6398,FEQIKUJEJXUNQK-UHFFFAOYNA-N,N#Cc1c2c(c(-c3cnc(-c4c5c(c(C#N)c6cscc46)N=S=N5)nn3)c3cscc13)N=S=N2,-5.8504476675,-4.299398751,-4.63113796454808,-5.99601869604279,9.22096166563882,6.77401497092778
6399,OQIRPPMRGJALHZ-SCXYCHFONA-N,O=C(O)c1c2c(c(-c3cnc(-c4c5c(c(C(=O)O)c6cscc46)N=S=N5)nn3)c3cscc13)N=S=N2,-5.84425227506574,-4.3667169577845,-4.67592923729449,-5.94464889766441,9.23955262683738,6.59047263490793
6400,QWAMWNOMJJYYTA-UHFFFAOYNA-N,CN1C(=O)C(=Cc2c(F)c(F)c(-c3ncc(-c4c(C#N)csc4C#N)cn3)c(F)c2F)C(=O)N(C)C1=O,-7.13851069454166,-3.374211678,-3.7972160393525,-7.22404925847874,0.084109963201246,0.30492064319118
6401,PLOVEGWHUPXXSN-UHFFFAOYNA-N,CN1C(=O)C(=Cc2sc(C#N)c(-c3cnc(-c4c(F)c(F)cc(F)c4F)nc3)c2C#N)C(=O)N(C)C1=O,-7.020537201,-4.03227092987424,-4.50691577389738,-7.11927077852826,0.869306642372681,1.23356385207068
6402,GZZGXCSWSGYSTD-PWIKPTQSNA-N,CN1C(=O)C(=Cc2noc(-c3ncnc(C(=O)O)n3)c2C(=O)O)C(=O)N(C)C1=O,-7.70969856707599,-3.56411533391291,-4.13851409045713,-7.79363264309526,1.58230920049659E-05,0.093997880280996
6403,MYPDVEALHSUWJS-UHFFFAOYNA-N,CN1C(=O)C(=CC2=CC=C(c3nccc(C4=CC(=C(C#N)C#N)C=CO4)n3)C3N=C(F)C(F)=NC23)C(=O)N(C)C1=O,-6.6461139084845,-3.72779703010791,-4.2072849179239,-6.67198899375974,1.3571373615256,2.52666372085668
6404,IXDCGUPJWDXLDI-UHFFFAOYNA-N,CN1C(=O)C(=CC2=CC(=C(C#N)C#N)C=C(c3ccnc(C4=CC=CC5N=C(F)C(F)=NC45)n3)O2)C(=O)N(C)C1=O,-6.58483353991473,-4.08383862271898,-4.5969912259145,-6.64039488932775,2.66294908568736,2.90023934651842
6405,QWSWKONTUROPRL-PKRZOPRNNA-N,CN1C(=O)C(=Cc2sc(-c3ncc(-c4sccc4C(=O)O)cn3)c3c2SCCO3)C(=O)N(C)C1=O,-5.98650459,-3.047675064,-3.60227062309412,-6.06683973006751,1.92072997175896,4.23904396404805
6406,JNYNCDRMDHIKSQ-PKRZOPRNNA-N,CN1C(=O)C(=Cc2csc(-c3cnc(-c4scc5c4OCCS5)nc3)c2C(=O)O)C(=O)N(C)C1=O,-5.8504476675,-2.8364752867606,-3.39077874380357,-5.94538788816964,1.72752614651989,4.04176805405694
6407,CKLAFDSGIZUMCE-UHFFFAOYNA-N,CN1C(=O)C(=CC=Cc2ccnc(-c3ncc(-c4ncccn4)cn3)n2)C(=O)N(C)C1=O,-6.59492981880033,-3.38703137894767,-3.9309309322612,-6.65968779765319,0.751859321823506,1.85406601123903
6408,AJAAQLANGKUIOZ-UHFFFAOYNA-N,C=Cc1ccnc(-c2ncc(-c3nccc(C=C4C(=O)N(C)C(=O)N(C)C4=O)n3)cn2)n1,-6.39474615008063,-3.56220713427289,-4.09880887599645,-6.45011772873235,1.86601577193055,3.47454591123343
6409,VJTCFGHUDXCBMW-UHFFFAOYNA-N,N#CC1=CC(=C(C#N)C#N)C=C(c2ccc3c(c2)sc2cc(C4=CC(=C(C#N)C#N)C=C(C#N)O4)cc4ccn3c42)O1,-6.30222983437977,-3.75187288802683,-4.12005320099515,-6.44208734532277,3.21800931644645,3.56640421216128
6410,LUIYQIDRJZDJKV-OMTDIAJWNA-N,N#CC(C#N)=C1C=C(C(=O)O)OC(c2ccc3c(c2)sc2cc(C4=CC(=C(C#N)C#N)C=C(C(=O)O)O4)cc4ccn3c42)=C1,-6.13024318749638,-3.50613420391154,-3.89843959887992,-6.27877894793429,3.23400134955079,3.94178048053752
6411,PCLUIYVNBLYOHK-MTTPVDACNA-N,CN1C(=O)C(=Cc2noc(C3=C4C(=O)N(C)C(C(=O)O)=C4C(=O)N3C)c2C(=O)O)C(=O)N(C)C1=O,-6.50382412085498,-3.91948850398705,-4.47270476699705,-6.59232664732617,2.6083723941066,3.20800749995244
6412,IMIJEAKFZDWSEP-UHFFFAOYNA-N,CN1C(=O)C(=Cc2nc3ccc(-c4nccc(C(F)(F)F)n4)cc3o2)C(=O)N(C)C1=O,-6.802846125,-3.5102686005,-4.03799455142604,-6.90937842032118,0.568365293189862,1.16840753981564
6413,NEAARGACBHGHJR-CSKMVECVNA-N,CN1C(=O)C(=Cc2cc3c(-c4cnc(-c5cscc5C(=O)O)nc4)c4c(F)c(F)sc4nc3s2)C(=O)N(C)C1=O,-6.64269490651288,-3.63044613896784,-4.06807156734577,-6.77894260985408,1.12156615909844,1.71190617233526
6414,BUJKJFQDGVVDPC-CSKMVECVNA-N,CN1C(=O)C(=Cc2scc(-c3ncc(-c4c5ccsc5nc5sc(F)c(F)c45)cn3)c2C(=O)O)C(=O)N(C)C1=O,-6.58501376729219,-3.07464079136293,-3.52263960926775,-6.70348898567552,0.362742567894195,0.741653383170169
6415,USGRIDYJHIDLRS-UHFFFAOYNA-N,c1cc2nc(-c3cnc(C4COc5nsnc5O4)nc3)oc2cc1-c1cnc(C2COc3nsnc3O2)nc1,-6.50514024880296,-3.10371718630296,-3.50286517602771,-6.65783709320525,0.511215833711216,0.800082543519507
6416,KEFIMPMNIAGJQS-UHFFFAOYNA-N,CN1C(=Cc2ncc(-c3ccc4nc(-c5cnc(C=C6Sc7ccccc7N6C)nc5)oc4c3)cn2)Sc2ccccc21,-4.9796833635,-2.04085387550187,-2.48325131477038,-5.11415686118391,0,0
6417,MGVKAWZGLDZTIU-NSJMMFDCNA-N,CN1C(=O)C(=Cc2noc(-c3cnc(-c4c5c(cc6cscc46)N=S=N5)nc3)c2C(=O)O)C(=O)N(C)C1=O,-5.551122438,-3.52126496819264,-4.07563194843661,-5.71885728654442,0,10.5220898145373
6418,CLQMEEQFCYZPGB-UHFFFAOYNA-N,c1ccc2sc(-c3ncc(-c4ccc5nc(-c6cnc(-c7nc8ccccc8s7)nc6)oc5c4)cn3)nc2c1,-6.32081865589255,-3.0204636795,-3.47156887200059,-6.51203515301473,0.725379824932511,1.1370222882315
6419,FNIPJPNQJHRXJZ-UHFFFAOYNA-N,CN1C(=O)C(=Cc2nc3ccc(-c4nccc(-c5ccncn5)n4)cc3o2)C(=O)N(C)C1=O,-6.69383669260753,-3.4558458315,-3.93730570296254,-6.83014959831214,0.677980257908884,1.23012390506244
6420,DMFLZAGXRRJXMT-UHFFFAOYNA-N,Cc1oc(=O)c2ccccc2c1-c1ncc(-c2ccc3nc(-c4cnc(-c5c(C)oc(=O)c6ccccc56)nc4)oc3c2)cn1,-6.14664612128553,-2.85357033769001,-3.28347676292909,-6.31285668846681,0.793231075688394,1.32731560435458
6421,KFVBMGZIJSWPCV-UHFFFAOYNA-N,CN1C(=O)C(=Cc2ccc3nc(-c4csc5ccc(C#N)cc45)oc3c2)C(=O)N(C)C1=O,-6.52679494617754,-3.1537658843025,-3.62708963162013,-6.58562830382648,0.549860803440236,1.32636497082081
6422,VTHVMBSUIIUXEB-UHFFFAOYNA-N,O=C(n1ccnc1)n1cncc1-c1ncc(-c2ccc3nc(-c4cnc(-c5cncn5C(=O)n5ccnc5)nc4)oc3c2)cn1,-6.4490981265,-3.0204636795,-3.41795231797732,-6.57867902235575,0.48672195201968,0.836193575933783
6423,XZOLGFJNDVGPJM-UHFFFAOYNA-N,Nc1ccc(-c2ncc(-c3ccc4nc(-c5cnc(-c6ccc(N)cc6)nc5)oc4c3)cn2)cc1,-5.3606427465,-2.231333529,-2.62622340395896,-5.52218681437372,0,0
6424,WERGGCDBPBMHAB-UHFFFAOYNA-N,Cc1oc2ccccc2c(=O)c1-c1ncc(-c2ccc3nc(-c4cnc(-c5c(C)oc6ccccc6c5=O)nc4)oc3c2)cn1,-6.26644543618384,-2.50500478702561,-2.94467378070333,-6.4165337122907,0.133323829823846,0.444278778180411
6425,QPWOWHNOXOBSJZ-WYUMXYHSNA-N,O=C(O)c1ncc(-c2nc3ccccc3o2)cn1,-7.04204374288617,-3.04268332671291,-3.34906421672228,-7.11382382328991,0.004734278901764,0.085335578194528
6426,WEPJCSQWADVPKO-UHFFFAOYNA-N,Cn1c(-c2ncc(-c3ccc4nc(-c5cnc(-c6nc(C#N)c(C#N)n6C)nc5)oc4c3)cn2)nc(C#N)c1C#N,-6.90927941166744,-3.483057216,-3.86514546501744,-7.00354203877349,0.378450494167561,0.643809227050315
6427,CLMPKFUJWRWQQE-UHFFFAOYNA-N,Cc1c(-c2ncc(-c3ccc4nc(-c5cnc(-c6nc7ncccn7c6C)nc5)oc4c3)cn2)nc2ncccn12,-5.92973785119846,-2.65937714751541,-3.00961889371036,-6.06993681489695,0.934181796627879,1.39466123750562
6428,PJKQWGFRNONAIR-UHFFFAOYNA-N,C(=C1Sc2ccccc2S1)c1ncc(-c2ccc3nc(-c4cnc(C=C5Sc6ccccc6S5)nc4)oc3c2)cn1,-5.333431362,-2.4218132205,-2.80360887973003,-5.46129707660688,0,0
6429,JKZZMBSLDRQOHR-UHFFFAOYNA-N,c1cc2sc(-c3ncc(-c4ccc5nc(-c6cnc(-c7nc8sccc8s7)nc6)oc5c4)cn3)nc2s1,-6.05274611611162,-2.9660409105,-3.44308220014806,-6.26783862454246,1.28698098186616,2.04028152024823
6430,UKCPTLYRZPZDSQ-UHFFFAOYNA-N,CN1C(=O)C(=Cc2c(F)c(F)c(-c3nccc(-c4c(F)c(F)cc5nsnc45)n3)c(F)c2F)C(=O)N(C)C1=O,-7.02960452055612,-3.27423939191889,-3.59440731448832,-7.10924666721167,0.098420682817692,0.264702977793315
6431,GQKFQTYVXJMOBA-UHFFFAOYNA-N,O=c1ccccn1-c1ncc(-c2ccc3nc(-c4cnc(-n5ccccc5=O)nc4)oc3c2)cn1,-6.03107155324723,-2.74575990301884,-3.15629419400284,-6.11637367661833,0.853091619871644,1.71769857960305
6432,JHDIKEREJYRQEB-UHFFFAOYNA-N,CN1C(=O)C(=Cc2ccc(C(=O)c3ccoc3-c3cnc(-c4ncccn4)nc3)s2)C(=O)N(C)C1=O,-6.38698674094373,-3.462990314452,-4.15182615064544,-6.51783179778934,1.61903672720602,3.21517862320544
